N,q,dF,dg,dr,mLen,encryption_time,decryption_time
251,256,60,50,50,200,14,17
251,256,60,50,50,300,9,9
251,256,60,50,50,400,9,9
251,256,60,50,50,500,14,12
251,256,60,50,60,100,10,11
251,256,60,50,60,200,18,18
251,256,60,50,60,300,17,18
251,256,60,50,60,400,9,9
251,256,60,50,60,500,17,16
251,256,60,50,70,100,13,11
251,256,60,50,70,200,17,13
251,256,60,50,70,300,18,18
251,256,60,50,70,400,11,10
251,256,60,50,70,500,17,10
251,256,60,50,80,100,15,12
251,256,60,50,80,200,18,14
251,256,60,50,80,300,19,13
251,256,60,50,80,400,18,13
251,256,60,50,80,500,20,13
251,256,60,50,90,100,17,17
251,256,60,50,90,200,13,13
251,256,60,50,90,300,23,16
251,256,60,50,90,400,12,11
251,256,60,50,90,500,11,11
251,256,60,60,50,100,14,10
251,256,60,60,50,200,16,9
251,256,60,60,50,300,20,12
251,256,60,60,50,400,20,11
251,256,60,60,50,500,15,15
251,256,60,60,60,100,22,17
251,256,60,60,60,200,16,11
251,256,60,60,60,300,22,17
251,256,60,60,60,400,16,11
251,256,60,60,60,500,22,21
251,256,60,60,70,100,22,16
251,256,60,60,70,200,10,10
251,256,60,60,70,300,18,17
251,256,60,60,70,400,20,12
251,256,60,60,70,500,17,18
251,256,60,60,80,100,16,13
251,256,60,60,80,200,19,23
251,256,60,60,80,300,12,13
251,256,60,60,80,400,21,11
251,256,60,60,80,500,20,20
251,256,60,60,90,100,14,12
251,256,60,60,90,200,12,13
251,256,60,60,90,300,10,12
251,256,60,60,90,400,9,10
251,256,60,60,90,500,9,11
251,256,60,70,50,100,13,12
251,256,60,70,50,200,18,18
251,256,60,70,50,300,22,14
251,256,60,70,50,400,27,14
251,256,60,70,50,500,11,10
251,256,60,70,60,100,9,9
251,256,60,70,60,200,10,9
251,256,60,70,60,300,10,10
251,256,60,70,60,400,10,15
251,256,60,70,60,500,9,10
251,256,60,70,70,100,9,9
251,256,60,70,70,200,13,12
251,256,60,70,70,300,20,11
251,256,60,70,70,400,24,16
251,256,60,70,70,500,19,12
251,256,60,70,80,100,19,19
251,256,60,70,80,200,18,13
251,256,60,70,80,300,20,20
251,256,60,70,80,400,14,18
251,256,60,70,80,500,18,13
251,256,60,70,90,100,9,10
251,256,60,70,90,200,11,13
251,256,60,70,90,300,22,18
251,256,60,70,90,400,21,14
251,256,60,70,90,500,26,16
251,256,60,80,50,100,12,10
251,256,60,80,50,200,9,10
251,256,60,80,50,300,14,10
251,256,60,80,50,400,11,11
251,256,60,80,50,500,9,10
251,256,60,80,60,100,10,10
251,256,60,80,60,200,9,9
251,256,60,80,60,300,11,11
251,256,60,80,60,400,11,12
251,256,60,80,60,500,11,10
251,256,60,80,70,100,10,9
251,256,60,80,70,200,11,10
251,256,60,80,70,300,10,12
251,256,60,80,70,400,10,10
251,256,60,80,70,500,11,11
251,256,60,80,80,100,11,11
251,256,60,80,80,200,10,10
251,256,60,80,80,300,10,10
251,256,60,80,80,400,10,10
251,256,60,80,80,500,10,11
251,256,60,80,90,100,16,15
251,256,60,80,90,200,13,13
251,256,60,80,90,300,21,16
251,256,60,80,90,400,23,14
251,256,60,80,90,500,12,14
251,256,60,90,50,100,21,10
251,256,60,90,50,200,19,17
251,256,60,90,50,300,11,13
251,256,60,90,50,400,23,12
251,256,60,90,50,500,14,11
251,256,60,90,60,100,13,16
251,256,60,90,60,200,23,15
251,256,60,90,60,300,19,20
251,256,60,90,60,400,14,11
251,256,60,90,60,500,9,10
251,256,60,90,70,100,23,18
251,256,60,90,70,200,13,11
251,256,60,90,70,300,16,16
251,256,60,90,70,400,26,13
251,256,60,90,70,500,26,25
251,256,60,90,80,100,19,15
251,256,60,90,80,200,16,14
251,256,60,90,80,300,20,11
251,256,60,90,80,400,13,11
251,256,60,90,80,500,17,19
251,256,60,90,90,100,18,18
251,256,60,90,90,200,19,12
251,256,60,90,90,300,14,13
251,256,60,90,90,400,15,17
251,256,60,90,90,500,17,18
251,256,70,50,50,100,12,13
251,256,70,50,50,200,17,14
251,256,70,50,50,300,15,10
251,256,70,50,50,400,21,20
251,256,70,50,50,500,21,20
251,256,70,50,60,100,18,13
251,256,70,50,60,200,19,12
251,256,70,50,60,300,10,10
251,256,70,50,60,400,9,11
251,256,70,50,60,500,16,10
251,256,70,50,70,100,11,11
251,256,70,50,70,200,15,14
251,256,70,50,70,300,22,19
251,256,70,50,70,400,20,14
251,256,70,50,70,500,29,19
251,256,70,50,80,100,16,13
251,256,70,50,80,200,18,10
251,256,70,50,80,300,14,12
251,256,70,50,80,400,13,17
251,256,70,50,80,500,12,10
251,256,70,50,90,100,16,13
251,256,70,50,90,200,21,18
251,256,70,50,90,300,14,17
251,256,70,50,90,400,17,13
251,256,70,50,90,500,15,19
251,256,70,60,50,100,11,10
251,256,70,60,50,200,11,11
251,256,70,60,50,300,20,13
251,256,70,60,50,400,18,16
251,256,70,60,50,500,23,12
251,256,70,60,60,100,12,10
251,256,70,60,60,200,11,10
251,256,70,60,60,300,19,15
251,256,70,60,60,400,10,11
251,256,70,60,60,500,16,11
251,256,70,60,70,100,22,29
251,256,70,60,70,200,21,19
251,256,70,60,70,300,18,10
251,256,70,60,70,400,10,10
251,256,70,60,70,500,21,11
251,256,70,60,80,100,19,15
251,256,70,60,80,200,13,11
251,256,70,60,80,300,14,9
251,256,70,60,80,400,22,18
251,256,70,60,80,500,13,11
251,256,70,60,90,100,16,13
251,256,70,60,90,200,14,10
251,256,70,60,90,300,21,13
251,256,70,60,90,400,24,11
251,256,70,60,90,500,16,19
251,256,70,70,50,100,22,26
251,256,70,70,50,200,22,13
251,256,70,70,50,300,10,9
251,256,70,70,50,400,10,12
251,256,70,70,50,500,23,20
251,256,70,70,60,100,17,11
251,256,70,70,60,200,14,19
251,256,70,70,60,300,21,13
251,256,70,70,60,400,22,12
251,256,70,70,60,500,11,11
251,256,70,70,70,100,12,11
251,256,70,70,70,200,21,12
251,256,70,70,70,300,29,17
251,256,70,70,70,400,19,11
251,256,70,70,70,500,9,11
251,256,70,70,80,100,9,9
251,256,70,70,80,200,9,9
251,256,70,70,80,300,8,11
251,256,70,70,80,400,12,10
251,256,70,70,80,500,12,10
251,256,70,70,90,100,20,17
251,256,70,70,90,200,19,17
251,256,70,70,90,300,24,15
251,256,70,70,90,400,21,16
251,256,70,70,90,500,12,10
251,256,70,80,50,100,11,14
251,256,70,80,50,200,10,10
251,256,70,80,50,300,13,17
251,256,70,80,50,400,10,9
251,256,70,80,50,500,9,9
251,256,70,80,60,100,9,10
251,256,70,80,60,200,10,10
251,256,70,80,60,300,10,11
251,256,70,80,60,400,9,10
251,256,70,80,60,500,10,9
251,256,70,80,70,100,9,10
251,256,70,80,70,200,9,9
251,256,70,80,70,300,10,9
251,256,70,80,70,400,11,11
251,256,70,80,70,500,10,9
251,256,70,80,80,100,10,10
251,256,70,80,80,200,10,10
251,256,70,80,80,300,10,11
251,256,70,80,80,400,9,11
251,256,70,80,80,500,10,9
251,256,70,80,90,100,10,10
251,256,70,80,90,200,10,10
251,256,70,80,90,300,9,9
251,256,70,80,90,400,10,10
251,256,70,80,90,500,12,14
251,256,70,90,50,100,22,13
251,256,70,90,50,200,19,11
251,256,70,90,50,300,14,18
251,256,70,90,50,400,20,10
251,256,70,90,50,500,18,12
251,256,70,90,60,100,10,12
251,256,70,90,60,200,10,11
251,256,70,90,60,300,10,9
251,256,70,90,60,400,10,9
251,256,70,90,60,500,15,17
251,256,70,90,70,100,16,13
251,256,70,90,70,200,19,12
251,256,70,90,70,300,11,13
251,256,70,90,70,400,12,13
251,256,70,90,70,500,17,17
251,256,70,90,80,100,24,13
251,256,70,90,80,200,24,22
251,256,70,90,80,300,22,11
251,256,70,90,80,400,17,12
251,256,70,90,80,500,22,18
251,256,70,90,90,100,18,10
251,256,70,90,90,200,16,9
251,256,70,90,90,300,21,11
251,256,70,90,90,400,20,12
251,256,70,90,90,500,10,12
251,256,80,50,50,100,18,16
251,256,80,50,50,200,17,12
251,256,80,50,50,300,19,18
251,256,80,50,50,400,19,19
251,256,80,50,50,500,24,13
251,256,80,50,60,100,12,19
251,256,80,50,60,200,15,15
251,256,80,50,60,300,10,17
251,256,80,50,60,400,18,19
251,256,80,50,60,500,10,10
251,256,80,50,70,100,10,10
251,256,80,50,70,200,17,12
251,256,80,50,70,300,15,17
251,256,80,50,70,400,20,17
251,256,80,50,70,500,20,22
251,256,80,50,80,100,11,9
251,256,80,50,80,200,17,20
251,256,80,50,80,300,20,15
251,256,80,50,80,400,21,18
251,256,80,50,80,500,23,19
251,256,80,50,90,100,21,15
251,256,80,50,90,200,17,12
251,256,80,50,90,300,11,15
251,256,80,50,90,400,20,23
251,256,80,50,90,500,15,10
251,256,80,60,50,100,16,17
251,256,80,60,50,200,13,11
251,256,80,60,50,300,14,10
251,256,80,60,50,400,12,11
251,256,80,60,50,500,12,12
251,256,80,60,60,100,12,12
251,256,80,60,60,200,14,15
251,256,80,60,60,300,24,21
251,256,80,60,60,400,16,16
251,256,80,60,60,500,14,13
251,256,80,60,70,100,15,14
251,256,80,60,70,200,18,18
251,256,80,60,70,300,23,25
251,256,80,60,70,400,11,10
251,256,80,60,70,500,10,10
251,256,80,60,80,100,12,16
251,256,80,60,80,200,12,12
251,256,80,60,80,300,19,17
251,256,80,60,80,400,12,13
251,256,80,60,80,500,22,13
251,256,80,60,90,100,19,13
251,256,80,60,90,200,23,12
251,256,80,60,90,300,16,19
251,256,80,60,90,400,15,14
251,256,80,60,90,500,11,11
251,256,80,70,50,100,17,14
251,256,80,70,50,200,24,16
251,256,80,70,50,300,13,14
251,256,80,70,50,400,17,12
251,256,80,70,50,500,14,12
251,256,80,70,60,100,13,13
251,256,80,70,60,200,21,15
251,256,80,70,60,300,11,11
251,256,80,70,60,400,20,13
251,256,80,70,60,500,11,8
251,256,80,70,70,100,10,9
251,256,80,70,70,200,9,11
251,256,80,70,70,300,9,9
251,256,80,70,70,400,16,11
251,256,80,70,70,500,15,15
251,256,80,70,80,100,18,12
251,256,80,70,80,200,11,12
251,256,80,70,80,300,15,16
251,256,80,70,80,400,11,12
251,256,80,70,80,500,22,15
251,256,80,70,90,100,17,12
251,256,80,70,90,200,18,11
251,256,80,70,90,300,15,11
251,256,80,70,90,400,14,22
251,256,80,70,90,500,18,11
251,256,80,80,50,100,10,11
251,256,80,80,50,200,16,18
251,256,80,80,50,300,14,11
251,256,80,80,50,400,16,18
251,256,80,80,50,500,10,11
251,256,80,80,60,100,11,11
251,256,80,80,60,200,11,12
251,256,80,80,60,300,8,10
251,256,80,80,60,400,10,11
251,256,80,80,60,500,12,11
251,256,80,80,70,100,14,10
251,256,80,80,70,200,17,16
251,256,80,80,70,300,15,12
251,256,80,80,70,400,18,19
251,256,80,80,70,500,16,19
251,256,80,80,80,100,13,12
251,256,80,80,80,200,21,12
251,256,80,80,80,300,13,12
251,256,80,80,80,400,15,16
251,256,80,80,80,500,20,15
251,256,80,80,90,100,15,13
251,256,80,80,90,200,22,16
251,256,80,80,90,300,16,15
251,256,80,80,90,400,16,12
251,256,80,80,90,500,15,18
251,256,80,90,50,100,21,13
251,256,80,90,50,200,16,16
251,256,80,90,50,300,10,10
251,256,80,90,50,400,11,12
251,256,80,90,50,500,18,19
251,256,80,90,60,100,15,10
251,256,80,90,60,200,12,13
251,256,80,90,60,300,16,13
251,256,80,90,60,400,22,15
251,256,80,90,60,500,11,9
251,256,80,90,70,100,12,10
251,256,80,90,70,200,12,10
251,256,80,90,70,300,18,11
251,256,80,90,70,400,23,18
251,256,80,90,70,500,21,12
251,256,80,90,80,100,12,10
251,256,80,90,80,200,19,16
251,256,80,90,80,300,23,20
251,256,80,90,80,400,10,9
251,256,80,90,80,500,19,20
251,256,80,90,90,100,14,17
251,256,80,90,90,200,10,9
251,256,80,90,90,300,10,10
251,256,80,90,90,400,17,12
251,256,80,90,90,500,21,13
251,256,90,50,50,100,19,18
251,256,90,50,50,200,18,17
251,256,90,50,50,300,21,11
251,256,90,50,50,400,15,14
251,256,90,50,50,500,14,11
251,256,90,50,60,100,12,14
251,256,90,50,60,200,11,10
251,256,90,50,60,300,11,12
251,256,90,50,60,400,10,10
251,256,90,50,60,500,15,17
251,256,90,50,70,100,16,14
251,256,90,50,70,200,21,12
251,256,90,50,70,300,8,9
251,256,90,50,70,400,9,9
251,256,90,50,70,500,17,13
251,256,90,50,80,100,20,13
251,256,90,50,80,200,11,15
251,256,90,50,80,300,20,11
251,256,90,50,80,400,11,15
251,256,90,50,80,500,13,13
251,256,90,50,90,100,12,10
251,256,90,50,90,200,17,14
251,256,90,50,90,300,28,18
251,256,90,50,90,400,13,16
251,256,90,50,90,500,9,11
251,256,90,60,50,100,10,9
251,256,90,60,50,200,17,12
251,256,90,60,50,300,21,12
251,256,90,60,50,400,19,23
251,256,90,60,50,500,22,13
251,256,90,60,60,100,21,16
251,256,90,60,60,200,15,11
251,256,90,60,60,300,11,12
251,256,90,60,60,400,9,9
251,256,90,60,60,500,19,18
251,256,90,60,70,100,22,21
251,256,90,60,70,200,26,21
251,256,90,60,70,300,19,13
251,256,90,60,70,400,11,10
251,256,90,60,70,500,19,12
251,256,90,60,80,100,15,13
251,256,90,60,80,200,21,14
251,256,90,60,80,300,21,18
251,256,90,60,80,400,17,12
251,256,90,60,80,500,15,12
251,256,90,60,90,100,18,11
251,256,90,60,90,200,13,12
251,256,90,60,90,300,18,17
251,256,90,60,90,400,21,20
251,256,90,60,90,500,18,12
251,256,90,70,50,100,17,14
251,256,90,70,50,200,22,22
251,256,90,70,50,300,19,15
251,256,90,70,50,400,17,20
251,256,90,70,50,500,20,17
251,256,90,70,60,100,13,14
251,256,90,70,60,200,14,12
251,256,90,70,60,300,16,12
251,256,90,70,60,400,21,16
251,256,90,70,60,500,19,16
251,256,90,70,70,100,15,14
251,256,90,70,70,200,23,14
251,256,90,70,70,300,21,16
251,256,90,70,70,400,14,13
251,256,90,70,70,500,23,13
251,256,90,70,80,100,17,11
251,256,90,70,80,200,10,9
251,256,90,70,80,300,18,12
251,256,90,70,80,400,10,10
251,256,90,70,80,500,14,15
251,256,90,70,90,100,18,18
251,256,90,70,90,200,15,14
251,256,90,70,90,300,26,24
251,256,90,70,90,400,26,14
251,256,90,70,90,500,22,19
251,256,90,80,50,100,16,16
251,256,90,80,50,200,11,11
251,256,90,80,50,300,10,10
251,256,90,80,50,400,10,10
251,256,90,80,50,500,12,10
251,256,90,80,60,100,11,12
251,256,90,80,60,200,10,10
251,256,90,80,60,300,10,10
251,256,90,80,60,400,12,11
251,256,90,80,60,500,9,10
251,256,90,80,70,100,10,11
251,256,90,80,70,200,10,9
251,256,90,80,70,300,10,10
251,256,90,80,70,400,10,10
251,256,90,80,70,500,9,10
251,256,90,80,80,100,9,10
251,256,90,80,80,200,11,10
251,256,90,80,80,300,10,10
251,256,90,80,80,400,10,11
251,256,90,80,80,500,10,10
251,256,90,80,90,100,9,9
251,256,90,80,90,200,10,12
251,256,90,80,90,300,10,10
251,256,90,80,90,400,11,10
251,256,90,80,90,500,10,10
251,256,90,90,50,100,10,10
251,256,90,90,50,200,21,19
251,256,90,90,50,300,10,13
251,256,90,90,50,400,10,11
251,256,90,90,50,500,10,13
251,256,90,90,60,100,14,16
251,256,90,90,60,200,14,10
251,256,90,90,60,300,13,16
251,256,90,90,60,400,14,12
251,256,90,90,60,500,17,17
251,256,90,90,70,100,21,15
251,256,90,90,70,200,12,12
251,256,90,90,70,300,10,11
251,256,90,90,70,400,11,14
251,256,90,90,70,500,20,15
251,256,90,90,80,100,21,20
251,256,90,90,80,200,15,19
251,256,90,90,80,300,22,13
251,256,90,90,80,400,10,10
251,256,90,90,80,500,11,10
251,256,90,90,90,100,11,11
251,256,90,90,90,200,22,15
251,256,90,90,90,300,18,20
251,256,90,90,90,400,22,16
251,256,90,90,90,500,20,14
251,512,50,50,50,100,20,17
251,512,50,50,50,200,17,18
251,512,50,50,50,300,10,10
251,512,50,50,50,400,9,11
251,512,50,50,50,500,25,14
251,512,50,50,60,100,17,12
251,512,50,50,60,200,13,14
251,512,50,50,60,300,22,16
251,512,50,50,60,400,25,18
251,512,50,50,60,500,16,24
251,512,50,50,70,100,29,29
251,512,50,50,70,200,11,10
251,512,50,50,70,300,20,11
251,512,50,50,70,400,17,16
251,512,50,50,70,500,19,15
251,512,50,50,80,100,12,10
251,512,50,50,80,200,18,11
251,512,50,50,80,300,14,10
251,512,50,50,80,400,11,10
251,512,50,50,80,500,23,20
251,512,50,50,90,100,21,12
251,512,50,50,90,200,20,11
251,512,50,50,90,300,21,12
251,512,50,50,90,400,21,19
251,512,50,50,90,500,9,10
251,512,50,60,50,100,10,9
251,512,50,60,50,200,17,18
251,512,50,60,50,300,22,12
251,512,50,60,50,400,19,15
251,512,50,60,50,500,17,12
251,512,50,60,60,100,13,16
251,512,50,60,60,200,20,12
251,512,50,60,60,300,15,10
251,512,50,60,60,400,10,11
251,512,50,60,60,500,9,9
251,512,50,60,70,100,12,11
251,512,50,60,70,200,11,11
251,512,50,60,70,300,18,16
251,512,50,60,70,400,21,18
251,512,50,60,70,500,9,11
251,512,50,60,80,100,12,13
251,512,50,60,80,200,14,9
251,512,50,60,80,300,17,17
251,512,50,60,80,400,23,21
251,512,50,60,80,500,9,9
251,512,50,60,90,100,9,9
251,512,50,60,90,200,9,10
251,512,50,60,90,300,9,10
251,512,50,60,90,400,20,20
251,512,50,60,90,500,18,12
251,512,50,70,50,100,14,11
251,512,50,70,50,200,20,11
251,512,50,70,50,300,14,16
251,512,50,70,50,400,20,13
251,512,50,70,50,500,12,16
251,512,50,70,60,100,19,19
251,512,50,70,60,200,11,11
251,512,50,70,60,300,11,13
251,512,50,70,60,400,22,15
251,512,50,70,60,500,19,14
251,512,50,70,70,100,25,16
251,512,50,70,70,200,22,23
251,512,50,70,70,300,12,11
251,512,50,70,70,400,22,19
251,512,50,70,70,500,17,13
251,512,50,70,80,100,18,16
251,512,50,70,80,200,21,20
251,512,50,70,80,300,12,11
251,512,50,70,80,400,23,20
251,512,50,70,80,500,19,13
251,512,50,70,90,100,16,16
251,512,50,70,90,200,18,11
251,512,50,70,90,300,11,12
251,512,50,70,90,400,10,11
251,512,50,70,90,500,19,12
251,512,50,80,50,100,15,12
251,512,50,80,50,200,18,16
251,512,50,80,50,300,21,13
251,512,50,80,50,400,20,16
251,512,50,80,50,500,18,12
251,512,50,80,60,100,9,9
251,512,50,80,60,200,17,12
251,512,50,80,60,300,16,12
251,512,50,80,60,400,22,14
251,512,50,80,60,500,11,11
251,512,50,80,70,100,18,15
251,512,50,80,70,200,18,11
251,512,50,80,70,300,17,11
251,512,50,80,70,400,18,16
251,512,50,80,70,500,11,11
251,512,50,80,80,100,10,11
251,512,50,80,80,200,22,13
251,512,50,80,80,300,10,10
251,512,50,80,80,400,15,11
251,512,50,80,80,500,19,15
251,512,50,80,90,100,15,13
251,512,50,80,90,200,17,12
251,512,50,80,90,300,22,12
251,512,50,80,90,400,21,17
251,512,50,80,90,500,12,17
251,512,50,90,50,100,16,18
251,512,50,90,50,200,23,13
251,512,50,90,50,300,21,10
251,512,50,90,50,400,18,11
251,512,50,90,50,500,24,13
251,512,50,90,60,100,17,10
251,512,50,90,60,200,13,12
251,512,50,90,60,300,21,14
251,512,50,90,60,400,11,14
251,512,50,90,60,500,21,14
251,512,50,90,70,100,23,14
251,512,50,90,70,200,10,11
251,512,50,90,70,300,12,15
251,512,50,90,70,400,19,12
251,512,50,90,70,500,23,14
251,512,50,90,80,100,23,22
251,512,50,90,80,200,24,20
251,512,50,90,80,300,16,18
251,512,50,90,80,400,16,17
251,512,50,90,80,500,23,13
251,512,50,90,90,100,17,17
251,512,50,90,90,200,30,21
251,512,50,90,90,300,20,15
251,512,50,90,90,400,16,19
251,512,50,90,90,500,21,14
251,512,60,50,50,100,18,14
251,512,60,50,50,200,16,21
251,512,60,50,50,300,11,10
251,512,60,50,50,400,20,11
251,512,60,50,50,500,18,12
251,512,60,50,60,100,16,14
251,512,60,50,60,200,10,11
251,512,60,50,60,300,10,12
251,512,60,50,60,400,12,9
251,512,60,50,60,500,24,21
251,512,60,50,70,100,16,12
251,512,60,50,70,200,16,15
251,512,60,50,70,300,22,22
251,512,60,50,70,400,14,12
251,512,60,50,70,500,12,10
251,512,60,50,80,100,15,11
251,512,60,50,80,200,18,20
251,512,60,50,80,300,21,13
251,512,60,50,80,400,18,12
251,512,60,50,80,500,16,16
251,512,60,50,90,100,17,15
251,512,60,50,90,200,27,14
251,512,60,50,90,300,21,10
251,512,60,50,90,400,22,17
251,512,60,50,90,500,13,14
251,512,60,60,50,100,10,11
251,512,60,60,50,200,20,13
251,512,60,60,50,300,22,11
251,512,60,60,50,400,19,18
251,512,60,60,50,500,26,16
251,512,60,60,60,100,23,16
251,512,60,60,60,200,16,20
251,512,60,60,60,300,19,18
251,512,60,60,60,400,19,18
251,512,60,60,60,500,18,13
251,512,60,60,70,100,11,10
251,512,60,60,70,200,16,11
251,512,60,60,70,300,13,11
251,512,60,60,70,400,18,12
251,512,60,60,70,500,24,13
251,512,60,60,80,100,13,14
251,512,60,60,80,200,10,9
251,512,60,60,80,300,10,9
251,512,60,60,80,400,15,11
251,512,60,60,80,500,14,14
251,512,60,60,90,100,20,13
251,512,60,60,90,200,13,15
251,512,60,60,90,300,18,15
251,512,60,60,90,400,24,14
251,512,60,60,90,500,17,12
251,512,60,70,50,100,15,12
251,512,60,70,50,200,22,13
251,512,60,70,50,300,10,15
251,512,60,70,50,400,15,20
251,512,60,70,50,500,11,11
251,512,60,70,60,100,10,10
251,512,60,70,60,200,9,8
251,512,60,70,60,300,17,12
251,512,60,70,60,400,19,11
251,512,60,70,60,500,9,12
251,512,60,70,70,100,11,11
251,512,60,70,70,200,10,9
251,512,60,70,70,300,10,9
251,512,60,70,70,400,10,10
251,512,60,70,70,500,10,10
251,512,60,70,80,100,14,14
251,512,60,70,80,200,22,14
251,512,60,70,80,300,18,17
251,512,60,70,80,400,16,20
251,512,60,70,80,500,10,11
251,512,60,70,90,100,11,10
251,512,60,70,90,200,9,10
251,512,60,70,90,300,19,13
251,512,60,70,90,400,17,10
251,512,60,70,90,500,20,13
251,512,60,80,50,100,10,11
251,512,60,80,50,200,10,9
251,512,60,80,50,300,17,12
251,512,60,80,50,400,10,11
251,512,60,80,50,500,9,9
251,512,60,80,60,100,10,10
251,512,60,80,60,200,9,11
251,512,60,80,60,300,9,12
251,512,60,80,60,400,10,10
251,512,60,80,60,500,12,11
251,512,60,80,70,100,11,12
251,512,60,80,70,200,10,10
251,512,60,80,70,300,10,10
251,512,60,80,70,400,9,9
251,512,60,80,70,500,10,11
251,512,60,80,80,100,10,9
251,512,60,80,80,200,9,9
251,512,60,80,80,300,10,10
251,512,60,80,80,400,10,10
251,512,60,80,80,500,10,10
251,512,60,80,90,100,10,10
251,512,60,80,90,200,11,13
251,512,60,80,90,300,10,9
251,512,60,80,90,400,11,10
251,512,60,80,90,500,13,12
251,512,60,90,50,100,16,12
251,512,60,90,50,200,19,16
251,512,60,90,50,300,21,11
251,512,60,90,50,400,9,10
251,512,60,90,50,500,15,9
251,512,60,90,60,100,11,12
251,512,60,90,60,200,18,16
251,512,60,90,60,300,18,13
251,512,60,90,60,400,21,20
251,512,60,90,60,500,20,19
251,512,60,90,70,100,12,15
251,512,60,90,70,200,16,11
251,512,60,90,70,300,17,10
251,512,60,90,70,400,20,17
251,512,60,90,70,500,21,11
251,512,60,90,80,100,9,9
251,512,60,90,80,200,17,10
251,512,60,90,80,300,10,14
251,512,60,90,80,400,16,14
251,512,60,90,80,500,18,17
251,512,60,90,90,100,16,10
251,512,60,90,90,200,13,14
251,512,60,90,90,300,20,13
251,512,60,90,90,400,15,17
251,512,60,90,90,500,20,18
251,512,70,50,50,100,20,12
251,512,70,50,50,200,10,11
251,512,70,50,50,300,20,15
251,512,70,50,50,400,18,15
251,512,70,50,50,500,14,9
251,512,70,50,60,100,14,12
251,512,70,50,60,200,15,10
251,512,70,50,60,300,9,9
251,512,70,50,60,400,15,19
251,512,70,50,60,500,12,13
251,512,70,50,70,100,11,11
251,512,70,50,70,200,17,11
251,512,70,50,70,300,20,12
251,512,70,50,70,400,19,12
251,512,70,50,70,500,14,12
251,512,70,50,80,100,20,24
251,512,70,50,80,200,16,18
251,512,70,50,80,300,16,14
251,512,70,50,80,400,19,11
251,512,70,50,80,500,13,12
251,512,70,50,90,100,15,15
251,512,70,50,90,200,19,10
251,512,70,50,90,300,18,10
251,512,70,50,90,400,15,14
251,512,70,50,90,500,10,11
251,512,70,60,50,100,12,19
251,512,70,60,50,200,21,16
251,512,70,60,50,300,21,15
251,512,70,60,50,400,15,13
251,512,70,60,50,500,21,21
251,512,70,60,60,100,24,13
251,512,70,60,60,200,15,10
251,512,70,60,60,300,27,19
251,512,70,60,60,400,17,13
251,512,70,60,60,500,18,18
251,512,70,60,70,100,16,12
251,512,70,60,70,200,20,16
251,512,70,60,70,300,18,16
251,512,70,60,70,400,17,13
251,512,70,60,70,500,17,14
251,512,70,60,80,100,16,15
251,512,70,60,80,200,11,13
251,512,70,60,80,300,10,11
251,512,70,60,80,400,14,22
251,512,70,60,80,500,17,13
251,512,70,60,90,100,14,13
251,512,70,60,90,200,18,18
251,512,70,60,90,300,15,18
251,512,70,60,90,400,16,10
251,512,70,60,90,500,15,12
251,512,70,70,50,100,17,17
251,512,70,70,50,200,12,13
251,512,70,70,50,300,24,18
251,512,70,70,50,400,10,11
251,512,70,70,50,500,15,17
251,512,70,70,60,100,13,10
251,512,70,70,60,200,22,13
251,512,70,70,60,300,19,11
251,512,70,70,60,400,20,13
251,512,70,70,60,500,15,11
251,512,70,70,70,100,14,9
251,512,70,70,70,200,9,11
251,512,70,70,70,300,16,14
251,512,70,70,70,400,21,11
251,512,70,70,70,500,20,19
251,512,70,70,80,100,13,10
251,512,70,70,80,200,14,15
251,512,70,70,80,300,11,10
251,512,70,70,80,400,10,10
251,512,70,70,80,500,9,9
251,512,70,70,90,100,9,9
251,512,70,70,90,200,20,11
251,512,70,70,90,300,19,10
251,512,70,70,90,400,22,15
251,512,70,70,90,500,18,21
251,512,70,80,50,100,18,21
251,512,70,80,50,200,14,9
251,512,70,80,50,300,11,11
251,512,70,80,50,400,16,15
251,512,70,80,50,500,12,10
251,512,70,80,60,100,18,17
251,512,70,80,60,200,20,11
251,512,70,80,60,300,10,10
251,512,70,80,60,400,17,15
251,512,70,80,60,500,10,11
251,512,70,80,70,100,18,15
251,512,70,80,70,200,11,10
251,512,70,80,70,300,18,16
251,512,70,80,70,400,11,15
251,512,70,80,70,500,15,17
251,512,70,80,80,100,17,15
251,512,70,80,80,200,14,18
251,512,70,80,80,300,16,17
251,512,70,80,80,400,16,20
251,512,70,80,80,500,10,11
251,512,70,80,90,100,10,12
251,512,70,80,90,200,11,14
251,512,70,80,90,300,18,16
251,512,70,80,90,400,22,13
251,512,70,80,90,500,17,12
251,512,70,90,50,100,15,10
251,512,70,90,50,200,9,10
251,512,70,90,50,300,19,18
251,512,70,90,50,400,16,18
251,512,70,90,50,500,17,10
251,512,70,90,60,100,11,9
251,512,70,90,60,200,17,11
251,512,70,90,60,300,15,16
251,512,70,90,60,400,19,11
251,512,70,90,60,500,12,10
251,512,70,90,70,100,15,14
251,512,70,90,70,200,13,10
251,512,70,90,70,300,15,15
251,512,70,90,70,400,19,15
251,512,70,90,70,500,14,15
251,512,70,90,80,100,14,10
251,512,70,90,80,200,19,20
251,512,70,90,80,300,21,20
251,512,70,90,80,400,21,20
251,512,70,90,80,500,12,11
251,512,70,90,90,100,12,14
251,512,70,90,90,200,10,10
251,512,70,90,90,300,9,12
251,512,70,90,90,400,20,12
